timestamp,x,y,z
0,0.91,-1.21,9.95
10,1.27,-1.29,10.09
20,1.31,-1.12,10.2
30,0.97,-1.06,10.07
40,0.59,-0.97,10.06
50,0.56,-0.91,10.14
60,0.59,-0.88,10.25
70,0.63,-0.9,10.3
80,0.6,-0.93,10.19
90,0.63,-1.01,9.91
100,0.74,-1.08,9.71
110,0.79,-1.11,9.64
120,0.86,-1.17,9.69
130,1.01,-1.21,9.78
140,1.18,-1.25,9.84
150,1.15,-1.29,9.83
160,1.02,-1.31,9.67
170,0.79,-1.28,9.44
180,0.53,-1.23,9.26
190,0.29,-1.22,9.06
200,0.18,-1.26,8.95
210,0.22,-1.26,9.08
220,0.4,-1.27,9.32
230,0.49,-1.24,9.54
240,0.4,-1.21,9.74
250,0.22,-1.23,9.79
260,0.11,-1.24,9.77
270,0.18,-1.3,9.73
280,0.25,-1.31,9.74
290,0.26,-1.32,9.86
300,0.18,-1.23,9.99
310,0.01,-1.31,9.37
320,0.11,-1.34,8.57
330,0.6,-1.14,9.56
340,0.65,-1.12,11.09
350,0.18,-0.97,11.5
360,0.11,-0.99,10.9
370,0.24,-1.02,10.03
380,0.38,-1.05,9.42
390,0.42,-1.25,9.21
400,0.38,-1.21,9.06
410,0.11,-1.11,9.06
420,-0.18,-1.05,9.39
430,-0.27,-1.0,9.92
440,-0.13,-0.92,10.59
450,-0.01,-0.86,11.07
460,-0.01,-0.92,11.1
470,-0.14,-0.99,10.79
480,-0.07,-1.12,10.42
490,0.1,-1.27,10.03
500,0.13,-1.43,9.64
510,-0.02,-1.54,9.2
520,-0.06,-1.7,8.84
530,-0.08,-1.72,8.64
540,-0.26,-1.84,8.49
550,-0.31,-1.98,8.54
560,-0.05,-2.11,8.79
570,0.21,-2.19,9.08
580,0.21,-2.28,9.22
590,0.12,-2.25,9.37
600,0.31,-2.3,9.68
610,0.62,-2.32,9.98
620,0.7,-2.36,10.07
630,0.48,-2.24,10.07
640,0.32,-2.24,9.84
650,0.11,-2.14,9.9
660,0.13,-2.16,9.6
670,0.15,-2.1,9.42
680,-0.15,-1.94,9.62
690,-0.65,-1.86,9.73
700,-1.06,-1.8,9.58
710,-1.22,-1.84,9.48
720,-1.02,-1.8,9.36
730,-1.08,-1.71,9.28
740,-1.36,-1.75,8.98
750,-1.6,-1.7,8.77
760,-1.46,-1.69,8.98
770,-1.28,-1.72,9.39
780,-1.16,-1.67,9.51
790,-1.21,-1.61,9.39
800,-1.18,-1.6,9.27
810,-1.05,-1.45,9.55
820,-0.91,-1.24,10.29
830,-0.85,-1.09,10.73
840,-1.04,-0.88,10.7
850,-1.37,-0.65,10.52
860,-1.57,-0.68,10.45
870,-1.39,-0.67,10.62
880,-0.99,-0.71,10.81
890,-0.68,-0.76,10.87
900,-0.72,-0.84,10.73
910,-0.78,-0.92,10.51
920,-0.77,-1.09,10.15
930,-0.73,-1.31,9.67
940,-0.71,-1.52,9.09
950,-0.7,-1.64,8.57
960,-0.72,-1.81,8.19
970,-0.63,-1.96,7.93
980,-0.53,-1.98,7.92
990,-0.7,-1.92,8.11
1000,-0.86,-1.91,8.32
