timestamp,x,y,z
0,-0.01,-0.31,10.19
10,0.32,-0.29,10.35
20,0.57,-0.24,10.42
30,0.69,-0.22,10.4
40,0.68,-0.25,10.28
50,0.58,-0.24,10.16
60,0.45,-0.24,9.99
70,0.37,-0.31,9.76
80,0.36,-0.34,9.51
90,0.42,-0.46,9.26
100,0.49,-0.56,9.08
110,0.53,-0.67,8.96
120,0.43,-0.65,8.89
130,0.2,-0.6,8.82
140,-0.13,-0.57,8.78
150,-0.4,-0.55,8.82
160,-0.64,-0.52,8.88
170,-0.77,-0.46,9.07
180,-0.86,-0.36,9.27
190,-0.96,-0.3,9.51
200,-0.89,-0.3,9.8
210,-0.81,-0.29,10.05
220,-0.66,-0.23,10.22
230,-0.57,-0.3,10.32
240,-0.46,-0.29,10.45
250,-0.36,-0.28,10.5
260,-0.3,-0.22,10.39
270,-0.3,-0.25,10.24
280,-0.27,-0.41,10.12
290,-0.14,-0.23,10.12
300,-0.21,-0.25,10.21
310,-0.15,-0.37,10.27
320,-0.15,-0.4,10.21
330,-0.23,-0.57,10.01
340,-0.2,-0.6,9.78
350,-0.13,-0.61,9.54
360,0.09,-0.69,9.46
370,0.17,-0.63,9.41
380,0.17,-0.6,9.37
390,0.09,-0.59,9.29
400,-0.09,-0.57,9.2
410,-0.29,-0.56,9.09
420,-0.44,-0.6,9.02
430,-0.56,-0.57,9.05
440,-0.45,-0.52,9.17
450,-0.28,-0.53,9.27
460,0.06,-0.57,9.44
470,0.38,-0.53,9.54
480,0.54,-0.54,9.59
490,0.66,-0.57,9.54
500,0.65,-0.58,9.32
510,0.54,-0.52,9.04
520,0.35,-0.55,8.81
530,0.15,-0.47,8.7
540,0.02,-0.35,8.69
550,-0.05,-0.3,8.73
560,0.5,-0.22,9.8
570,2.53,0.1,16.1
580,1.4,0.55,16.33
590,-0.73,0.44,13.01
600,-1.7,-0.21,9.6
610,-2.05,-0.4,8.01
620,-2.25,-0.57,7.62
630,-1.89,-0.73,8.08
640,-1.25,-0.51,8.49
650,-0.89,-0.7,8.21
660,-0.53,-0.82,8.15
670,-0.12,-0.7,9.14
680,-1.13,-0.81,9.15
690,-0.23,-0.71,9.72
700,-0.27,-0.69,10.18
710,0.23,-0.66,10.57
720,-0.46,-0.34,10.22
730,-1.48,-0.34,9.67
740,-0.29,-0.39,9.29
750,0.42,-0.8,8.46
760,0.57,-1.05,7.65
770,0.17,-0.9,7.73
780,0.59,-0.55,9.85
790,1.13,-0.29,12.17
800,-0.31,-0.1,12.31
810,-1.56,-0.07,11.11
820,-1.83,-0.22,9.83
830,-1.59,-0.23,9.55
840,-2.03,-0.1,9.68
850,-2.23,-0.12,9.89
860,-1.7,-0.15,9.7
870,-0.71,-0.11,9.22
880,0.01,-0.12,9.55
890,-0.08,-0.12,10.26
900,-0.57,-0.11,10.54
910,-1.13,-0.01,10.27
920,-0.91,-0.16,9.98
930,-0.21,-0.36,9.78
940,-0.23,-0.43,9.3
950,-0.45,-0.64,8.63
960,-0.05,-0.86,8.16
970,0.43,-0.85,8.3
980,-0.06,-0.67,9.03
990,-0.83,-0.53,9.77
1000,-1.04,-0.35,10.23
