timestamp,x,y,z
0,-2.02,-0.85,9.73
10,-1.86,-0.85,9.79
20,-1.69,-0.83,9.87
30,-1.46,-0.87,9.89
40,-1.29,-0.9,9.87
50,-1.2,-0.94,9.92
60,-1.15,-1.01,9.86
70,-1.2,-0.99,9.7
80,-1.27,-1.01,9.49
90,-1.4,-0.99,9.26
100,-1.49,-0.99,9.15
110,-1.54,-1.01,9.16
120,-1.55,-1.01,9.19
130,-1.61,-1.04,9.17
140,-1.72,-1.07,9.13
150,-1.9,-1.04,9.17
160,-2.13,-0.93,9.3
170,-2.27,-0.86,9.36
180,-2.32,-0.92,9.34
190,-2.16,-0.94,9.35
200,-1.98,-1.04,9.3
210,-1.77,-1.14,9.28
220,-1.58,-1.22,9.28
230,-1.5,-1.25,9.33
240,-1.47,-1.24,9.4
250,-1.49,-1.21,9.52
260,-1.48,-1.14,9.66
270,-1.3,-1.13,9.75
280,-1.13,-1.13,9.84
290,-1.07,-1.15,9.86
300,-1.09,-1.22,9.86
310,-1.04,-1.25,9.9
320,-1.01,-1.29,9.89
330,-1.03,-1.22,9.9
340,-1.12,-1.28,9.79
350,-1.05,-1.3,9.74
360,-0.92,-1.31,9.71
370,-0.61,-1.31,9.66
380,-0.44,-1.3,9.58
390,-0.42,-1.31,9.61
400,-0.46,-1.24,9.74
410,-0.47,-1.16,9.92
420,-0.51,-1.09,9.96
430,-0.61,-1.08,9.89
440,-0.65,-1.21,9.67
450,-0.6,-1.25,9.44
460,-0.53,-1.29,9.18
470,-0.56,-1.33,8.97
480,-0.74,-1.38,8.7
490,-0.92,-1.43,8.5
500,-1.02,-1.46,8.44
510,-1.17,-1.41,8.41
520,-1.31,-1.39,8.54
530,-1.37,-1.3,8.68
540,-1.44,-1.25,8.83
550,-1.53,-1.19,8.99
560,-1.62,-1.11,9.29
570,-1.77,-1.07,9.67
580,-1.82,-0.95,10.01
590,-1.95,-0.89,10.22
600,-2.09,-0.84,10.24
610,-2.15,-0.82,10.08
620,-2.07,-0.81,9.84
630,-1.94,-0.82,9.54
640,-1.81,-0.87,9.27
650,-0.85,-0.92,9.3
660,0.13,-1.05,9.43
670,-0.75,-1.0,9.41
680,-1.91,-0.85,9.46
690,-2.03,-0.74,9.67
700,-1.8,-0.74,9.85
710,-1.67,-0.68,10.13
720,-1.85,-0.66,10.3
730,-2.62,-0.58,9.56
740,-2.95,-0.55,8.65
750,-1.61,-0.75,8.16
760,-0.75,-0.37,9.87
770,0.78,-0.67,13.32
780,-2.5,-0.29,11.6
790,-1.62,-0.48,10.02
800,-1.06,-0.71,9.37
810,-1.56,-0.71,9.08
820,-1.79,-0.84,9.06
830,-1.79,-0.88,9.13
840,-1.68,-0.99,9.1
850,-2.35,-1.02,7.97
860,-1.19,-1.45,6.78
870,-0.09,-1.25,8.51
880,-0.8,-1.04,9.73
890,-1.25,-0.94,10.26
900,-1.5,-0.96,10.26
910,-1.37,-1.04,9.96
920,-1.08,-1.15,9.76
930,-1.19,-1.15,9.78
940,-1.19,-1.13,9.63
950,-1.05,-1.0,9.23
960,-1.46,-0.97,8.9
970,-1.48,-0.94,9.79
980,-1.46,-0.8,10.2
990,-1.43,-0.91,9.76
1000,-1.8,-0.74,9.68
