timestamp,x,y,z
0,-1.46,-2.31,9.3
10,-1.46,-2.27,9.27
20,-1.4,-2.26,9.29
30,-1.26,-2.27,9.36
40,-1.08,-2.26,9.48
50,-0.93,-2.21,9.63
60,-0.85,-2.19,9.77
70,-0.78,-2.13,9.92
80,-0.8,-2.06,10.03
90,-0.9,-2.0,10.02
100,-1.02,-2.06,9.94
110,-1.06,-2.08,9.78
120,-0.98,-2.15,9.59
130,-0.87,-2.19,9.46
140,-0.78,-2.22,9.35
150,-0.85,-2.16,9.28
160,-0.95,-2.16,9.3
170,-1.07,-2.14,9.28
180,-1.12,-2.13,9.24
190,-1.15,-2.13,9.18
200,-1.15,-2.22,9.17
210,-1.06,-2.17,9.24
220,-0.99,-2.18,9.31
230,-1.04,-2.13,9.36
240,-1.11,-2.12,9.37
250,-1.3,-2.12,9.31
260,-1.4,-2.15,9.2
270,-1.49,-2.16,9.17
280,-1.42,-2.16,9.25
290,-1.38,-2.14,9.33
300,-1.35,-2.13,9.47
310,-1.36,-2.11,9.56
320,-1.31,-2.14,9.58
330,-1.32,-2.13,9.54
340,-1.27,-2.15,9.51
350,-1.27,-2.15,9.51
360,-1.2,-2.15,9.45
370,-1.3,-2.17,9.38
380,-1.42,-2.1,9.3
390,-1.56,-2.13,9.2
400,-1.73,-2.06,9.08
410,-1.83,-2.01,9.02
420,-1.91,-2.0,9.08
430,-1.96,-2.0,9.24
440,-1.88,-2.0,9.28
450,-1.69,-2.08,9.2
460,-1.46,-2.17,9.07
470,-1.22,-2.29,8.9
480,-1.09,-2.35,8.83
490,-1.09,-2.32,8.91
500,-1.28,-2.27,9.08
510,-1.46,-2.2,9.31
520,-1.59,-2.19,9.54
530,-1.48,-2.14,9.73
540,-1.19,-2.13,9.87
550,-0.81,-2.16,9.92
560,-0.48,-2.24,9.97
570,-0.28,-2.15,10.05
580,-0.39,-2.18,10.07
590,-0.69,-2.11,9.92
600,-1.03,-2.12,9.7
610,-1.28,-2.0,9.5
620,-1.38,-1.99,9.37
630,-1.42,-2.03,9.32
640,-1.32,-2.06,9.35
650,-1.17,-2.05,9.27
660,-0.96,-2.13,9.16
670,-0.97,-2.13,9.16
680,-1.04,-2.07,9.11
690,-1.28,-2.05,8.92
700,-1.51,-2.05,8.71
710,-1.69,-2.0,8.57
720,-1.8,-2.02,8.57
730,-1.64,-2.05,8.8
740,-1.55,-1.95,9.2
750,-1.41,-1.84,9.61
760,-1.46,-1.86,9.73
770,-1.55,-1.8,9.65
780,-1.75,-1.88,9.41
790,-1.86,-1.88,9.19
800,-1.86,-1.86,9.03
810,-1.71,-1.89,8.92
820,-1.62,-1.8,8.84
830,-1.65,-1.92,8.86
840,-1.55,-1.89,9.04
850,-1.51,-1.8,9.33
860,-1.39,-1.74,9.51
870,-1.37,-1.69,9.56
880,-1.42,-1.68,9.55
890,-1.55,-1.64,9.45
900,-1.66,-1.63,9.37
910,-1.75,-1.64,9.25
920,-1.66,-1.57,9.08
930,-1.59,-1.53,8.93
940,-1.15,-1.44,10.01
950,-0.53,-1.19,12.39
960,0.0,-1.16,13.02
970,-0.98,-1.24,10.96
980,-1.13,-1.48,8.98
990,-1.42,-1.55,7.92
1000,-1.68,-1.49,7.86
