timestamp,x,y,z
0,-2.14,-1.96,9.46
10,-2.05,-1.98,9.54
20,-1.84,-1.94,9.57
30,-1.68,-1.94,9.59
40,-1.54,-1.94,9.56
50,-1.46,-1.91,9.45
60,-1.43,-1.95,9.31
70,-1.45,-1.99,9.15
80,-1.51,-1.99,9.05
90,-1.55,-2.01,9.02
100,-1.59,-2.0,9.02
110,-1.57,-2.01,9.04
120,-1.62,-2.02,9.06
130,-1.7,-1.98,9.12
140,-1.8,-1.95,9.17
150,-1.92,-1.94,9.17
160,-2.03,-1.93,9.19
170,-2.08,-1.9,9.23
180,-2.09,-1.89,9.21
190,-2.12,-1.88,9.14
200,-2.15,-1.87,9.12
210,-2.16,-1.87,9.06
220,-2.14,-1.84,8.95
230,-2.2,-1.89,8.85
240,-2.27,-1.92,8.8
250,-2.39,-1.93,8.91
260,-2.48,-1.88,9.02
270,-2.56,-1.86,9.08
280,-2.64,-1.85,9.18
290,-2.62,-1.81,9.29
300,-2.52,-1.77,9.38
310,-2.44,-1.71,9.39
320,-2.33,-1.73,9.36
330,-2.22,-1.69,9.3
340,-2.16,-1.68,9.22
350,-2.17,-1.67,9.25
360,-2.2,-1.62,9.36
370,-2.17,-1.57,9.46
380,-2.11,-1.6,9.54
390,-1.99,-1.61,9.63
400,-1.84,-1.65,9.58
410,-1.77,-1.76,9.45
420,-1.68,-1.82,9.26
430,-1.6,-1.88,9.17
440,-1.46,-1.94,9.1
450,-1.28,-2.0,9.05
460,-1.09,-2.02,9.06
470,-1.0,-2.03,9.18
480,-0.92,-1.99,9.29
490,-0.96,-1.97,9.47
500,-1.08,-1.95,9.63
510,-1.13,-1.93,9.75
520,-1.13,-1.91,9.74
530,-1.14,-1.92,9.62
540,-1.23,-1.92,9.48
550,-1.3,-1.9,9.3
560,-1.42,-1.87,9.06
570,-1.51,-1.89,8.94
580,-1.59,-1.87,8.92
590,-1.58,-1.87,8.92
600,-1.49,-1.91,8.87
610,-1.27,-2.12,8.38
620,4.06,-2.65,7.01
630,4.24,-2.27,7.29
640,-1.1,-1.49,9.33
650,-5.23,-1.02,11.15
660,-7.28,-0.6,11.69
670,-6.1,-0.84,11.87
680,-3.28,-1.2,11.15
690,-4.37,-1.14,11.37
700,-5.08,-1.26,11.03
710,-4.76,-1.39,10.71
720,-2.52,-1.45,10.99
730,0.52,-1.77,8.69
740,1.04,-1.62,8.06
750,1.3,-1.97,8.21
760,1.35,-2.2,8.3
770,0.7,-2.35,8.5
780,0.02,-2.49,8.79
790,0.17,-3.25,8.25
800,-1.21,-4.99,8.3
810,-3.88,-3.77,7.22
820,-1.1,-4.64,5.57
830,0.26,-3.43,6.51
840,1.02,-3.09,8.01
850,0.91,-2.63,8.87
860,0.24,-1.99,9.33
870,-0.63,-2.07,10.22
880,-1.33,-2.0,10.64
890,-0.36,-2.19,9.85
900,-0.04,-1.88,10.14
910,-0.28,-2.5,9.41
920,-0.35,-1.98,9.9
930,0.13,-1.52,10.51
940,1.86,-1.03,10.44
950,3.03,-0.97,10.35
960,2.4,-1.32,10.01
970,1.07,-1.63,9.78
980,0.24,-1.67,9.65
990,0.1,-1.67,9.83
1000,0.9,-1.44,9.52
