timestamp,x,y,z
0,-0.18,-9.41,3.58
10,-0.34,-9.35,3.97
20,-0.34,-9.24,4.18
30,-0.08,-9.18,4.28
40,0.05,-9.15,4.16
50,0.23,-9.16,3.84
60,0.23,-9.17,3.38
70,0.06,-9.19,3.02
80,-0.14,-9.22,2.82
90,-0.35,-9.2,2.73
100,-0.36,-9.14,2.72
110,-0.08,-9.18,2.71
120,0.33,-9.22,2.68
130,0.71,-9.26,2.63
140,1.03,-9.3,2.62
150,1.22,-9.36,2.57
160,1.17,-9.39,2.62
170,0.93,-9.38,2.72
180,0.67,-9.35,2.99
190,0.46,-9.29,3.29
200,0.41,-9.3,3.4
210,0.42,-9.33,3.34
220,0.38,-9.36,3.1
230,0.35,-9.39,2.83
240,0.31,-9.4,2.62
250,0.3,-9.42,2.52
260,0.27,-9.37,2.56
270,0.22,-9.33,2.68
280,0.28,-9.33,2.76
290,0.22,-9.37,2.79
300,0.1,-9.41,2.84
310,-0.01,-9.4,2.96
320,-0.06,-9.33,3.15
330,0.03,-9.24,3.31
340,0.14,-9.17,3.42
350,0.22,-9.13,3.39
360,0.22,-9.15,3.12
370,0.09,-9.16,2.75
380,-0.07,-9.16,2.45
390,-0.23,-9.17,2.3
400,-0.28,-9.19,2.36
410,-0.15,-9.16,2.62
420,-0.05,-9.12,2.9
430,0.14,-9.08,3.15
440,0.45,-9.13,3.32
450,0.83,-9.2,3.3
460,1.05,-9.32,3.16
470,1.03,-9.4,2.96
480,0.75,-9.43,2.88
490,0.4,-9.4,3.02
500,0.19,-9.38,3.26
510,0.11,-9.37,3.59
520,0.14,-9.36,3.81
530,0.29,-9.33,3.9
540,0.49,-9.37,3.83
550,0.62,-9.41,3.73
560,0.76,-9.47,3.63
570,0.89,-9.5,3.62
580,0.9,-9.52,3.71
590,0.98,-9.48,4.07
600,1.08,-9.4,4.3
610,0.56,-9.35,4.45
620,1.03,-9.32,4.81
630,1.75,-9.33,5.54
640,2.24,-9.16,5.35
650,1.3,-9.15,3.48
660,-0.05,-9.15,1.47
670,-0.53,-9.23,0.02
680,-1.24,-8.89,-1.54
690,4.14,-10.31,-5.17
700,5.3,-9.81,-2.46
710,3.05,-9.28,1.56
720,0.1,-8.44,6.22
730,-1.55,-8.26,7.01
740,-0.69,-8.64,4.96
750,-0.13,-8.98,4.08
760,-0.5,-9.15,3.88
770,-0.38,-8.75,3.88
780,0.05,-9.28,3.75
790,-0.01,-9.05,4.1
800,0.34,-9.4,4.1
810,0.56,-9.38,4.12
820,0.54,-9.48,3.95
830,0.47,-9.45,3.96
840,0.49,-9.57,3.74
850,0.58,-9.56,3.72
860,-0.07,-10.54,3.29
870,-0.24,-10.71,3.77
880,-0.18,-9.7,4.07
890,0.09,-9.13,4.09
900,0.62,-9.36,3.87
910,0.89,-9.48,3.7
920,0.9,-9.45,3.69
930,0.91,-9.32,3.75
940,1.13,-9.24,3.55
950,1.4,-9.17,3.22
960,1.48,-9.24,2.88
970,1.61,-9.3,2.74
980,1.67,-9.37,2.59
990,1.7,-9.31,2.55
1000,1.72,-9.19,2.72
