timestamp,x,y,z
0,-1.76,-9.21,3.71
10,-1.42,-9.17,4.08
20,-1.14,-9.12,4.4
30,-0.81,-9.09,4.59
40,-0.76,-9.05,4.53
50,-0.88,-9.12,4.26
60,-0.99,-9.17,3.83
70,-1.17,-9.2,3.52
80,-1.22,-9.17,3.39
90,-1.19,-9.12,3.49
100,-1.1,-9.07,3.61
110,-0.98,-9.07,3.68
120,-0.69,-9.12,3.62
130,-0.34,-9.13,3.39
140,-0.05,-9.17,3.07
150,0.1,-9.16,2.78
160,0.01,-9.15,2.53
170,-0.23,-9.13,2.31
180,-0.57,-9.1,2.21
190,-0.81,-9.11,2.25
200,-0.87,-9.09,2.4
210,-0.87,-9.09,2.62
220,-0.93,-9.18,2.88
230,-1.08,-9.19,3.28
240,-1.2,-9.19,3.58
250,-1.23,-9.17,3.79
260,-1.24,-9.13,3.96
270,-1.21,-9.1,3.98
280,-1.18,-9.07,3.95
290,-1.24,-9.08,3.83
300,-1.29,-9.12,3.61
310,-1.38,-9.18,3.42
320,-1.51,-9.19,3.32
330,-1.68,-9.2,3.36
340,-1.81,-9.18,3.51
350,-1.78,-9.07,3.73
360,-1.58,-8.99,3.9
370,-1.36,-8.99,3.93
380,-1.16,-9.01,3.79
390,-0.97,-9.08,3.61
400,-0.9,-9.14,3.41
410,-0.84,-9.21,3.3
420,-0.72,-9.19,3.32
430,-0.64,-9.14,3.45
440,-0.61,-9.04,3.54
450,-0.56,-8.98,3.48
460,-0.46,-9.0,3.32
470,-0.33,-9.04,3.05
480,-0.28,-9.07,2.78
490,-0.32,-9.15,2.59
500,-0.52,-9.2,2.49
510,-0.73,-9.2,2.57
520,-0.96,-9.12,2.76
530,-1.14,-9.07,3.11
540,-1.11,-9.01,3.44
550,-0.89,-8.98,3.58
560,-0.71,-9.0,3.59
570,-0.59,-9.03,3.56
580,-0.59,-9.11,3.42
590,-0.69,-9.14,3.19
600,-0.94,-9.17,3.0
610,-1.24,-9.13,2.99
620,-1.51,-9.1,3.12
630,-1.6,-9.03,3.38
640,-1.44,-8.96,3.67
650,-1.1,-8.92,4.0
660,-0.66,-8.94,4.24
670,-0.27,-9.02,4.27
680,-0.04,-9.1,4.07
690,-0.0,-9.13,3.77
700,-0.23,-9.17,3.53
710,-0.58,-9.13,3.52
720,-0.84,-9.04,3.63
730,-0.99,-8.93,3.77
740,-0.94,-8.85,3.84
750,-0.8,-8.79,3.79
760,-0.69,-8.77,3.66
770,-0.65,-8.74,3.44
780,-0.74,-8.68,3.26
790,-0.97,-8.56,3.16
800,-1.16,-8.46,3.08
810,-1.32,-8.39,2.96
820,-1.45,-8.43,2.91
830,-1.48,-8.41,2.95
840,-1.4,-8.43,2.99
850,-1.28,-8.49,2.96
860,-1.1,-8.55,2.78
870,-1.03,-8.69,2.54
880,-1.15,-8.72,2.46
890,-1.42,-8.72,2.56
900,-1.68,-8.75,2.79
910,-1.89,-8.77,2.98
920,-2.14,-8.83,3.11
930,-2.38,-8.85,3.17
940,-2.54,-8.89,3.11
950,-2.68,-8.91,2.98
960,-2.64,-8.94,2.98
970,-2.41,-8.93,3.25
980,-2.08,-8.94,3.63
990,-1.73,-8.94,3.98
1000,-1.59,-8.96,4.15
