timestamp,x,y,z
0,-0.04,-9.58,2.67
10,0.17,-9.54,2.72
20,0.24,-9.5,2.69
30,0.37,-9.54,2.57
40,0.39,-9.53,2.43
50,0.46,-9.5,2.32
60,0.51,-9.5,2.14
70,0.47,-9.48,2.01
80,0.44,-9.4,1.94
90,0.43,-9.34,1.86
100,0.45,-9.39,1.71
110,0.45,-9.41,1.58
120,0.64,-9.51,1.36
130,0.77,-9.63,1.16
140,0.79,-9.75,1.19
150,0.73,-9.71,1.57
160,0.47,-9.67,2.05
170,-0.04,-9.65,2.47
180,-0.58,-9.61,2.81
190,-0.95,-9.56,2.94
200,-1.06,-9.62,2.88
210,-0.89,-9.59,2.76
220,-0.56,-9.63,2.62
230,-0.34,-9.63,2.54
240,-0.43,-9.57,2.51
250,-0.8,-9.47,2.54
260,-1.19,-9.36,2.45
270,-1.33,-9.33,2.3
280,-1.08,-9.34,2.05
290,-0.7,-9.41,1.96
300,-0.39,-9.49,1.99
310,-0.27,-9.49,2.19
320,-0.32,-9.44,2.36
330,-0.52,-9.44,2.32
340,-0.86,-9.41,2.28
350,-1.19,-9.39,2.2
360,-1.32,-9.44,2.23
370,-1.13,-9.43,2.35
380,-0.75,-9.44,2.49
390,-0.5,-9.45,2.45
400,-0.49,-9.44,2.32
410,-0.54,-9.39,2.15
420,-0.67,-9.35,1.95
430,-0.87,-9.34,1.84
440,-0.96,-9.25,1.89
450,-0.99,-9.19,2.18
460,-0.76,-9.11,2.66
470,-0.5,-9.13,3.16
480,-2.41,-8.98,21.78
490,6.04,-8.02,14.54
500,0.44,-7.38,11.6
510,-3.74,-7.81,4.32
520,-4.07,-8.58,0.08
530,-1.83,-8.6,-1.54
540,-0.6,-9.08,-2.15
550,-0.67,-9.26,-2.83
560,-0.97,-8.16,-4.6
570,5.14,-12.58,-13.16
580,5.82,-10.98,-10.98
590,2.51,-9.31,1.25
600,0.54,-7.92,5.1
610,0.31,-8.59,7.73
620,-1.63,-8.59,7.52
630,-1.48,-8.7,6.87
640,-1.18,-9.28,5.76
650,-1.62,-11.12,4.44
660,-0.89,-9.13,3.31
670,2.09,-9.99,4.06
680,2.63,-10.44,4.73
690,3.51,-9.89,2.14
700,0.55,-10.36,2.91
710,0.18,-9.89,4.04
720,1.68,-9.87,4.45
730,2.07,-9.96,3.89
740,1.75,-10.13,3.65
750,2.19,-10.24,4.05
760,2.65,-10.34,4.28
770,2.84,-10.13,3.8
780,2.5,-9.75,2.53
790,2.04,-9.61,1.04
800,3.63,-10.68,-0.19
810,4.35,-12.03,-0.68
820,4.46,-11.0,0.78
830,1.64,-10.15,2.54
840,0.62,-10.79,2.1
850,1.33,-11.42,1.31
860,2.49,-11.67,-0.36
870,3.16,-10.19,0.37
880,2.4,-9.55,1.37
890,1.31,-9.76,1.86
900,1.03,-10.31,1.84
910,1.02,-10.83,1.65
920,0.66,-11.06,1.59
930,-0.15,-10.68,1.93
940,-0.79,-10.45,2.2
950,-1.21,-10.42,1.76
960,-1.54,-10.27,2.24
970,-2.27,-10.3,3.1
980,-2.05,-10.33,3.39
990,-0.89,-10.74,3.17
1000,-2.7,-11.5,2.88
