timestamp,x,y,z
0,0.39,-8.53,4.9
10,0.63,-8.55,4.86
20,0.84,-8.51,4.83
30,1.03,-8.46,4.87
40,1.07,-8.43,4.91
50,1.09,-8.41,4.99
60,1.15,-8.42,5.02
70,1.24,-8.45,4.9
80,1.36,-8.54,4.69
90,1.42,-8.62,4.38
100,1.4,-8.67,4.11
110,1.39,-8.68,3.9
120,1.42,-8.68,3.79
130,1.45,-8.67,3.81
140,1.44,-8.67,4.02
150,1.54,-8.63,4.37
160,1.61,-8.65,4.65
170,1.63,-8.77,4.63
180,1.55,-8.84,4.34
190,1.32,-8.87,4.06
200,1.11,-8.88,3.82
210,1.0,-8.83,3.84
220,1.01,-8.71,4.15
230,1.04,-8.62,4.58
240,1.12,-8.58,4.9
250,1.11,-8.62,5.0
260,0.96,-8.62,4.91
270,0.8,-8.54,4.78
280,0.53,-8.46,4.72
290,0.39,-8.34,4.77
300,0.31,-8.29,4.8
310,0.51,-8.29,4.87
320,0.75,-8.37,4.79
330,0.94,-8.49,4.58
340,1.06,-8.55,4.25
350,1.06,-8.58,3.92
360,1.1,-8.59,3.67
370,1.11,-8.53,3.65
380,1.23,-8.52,3.85
390,1.41,-8.6,4.09
400,1.53,-8.72,4.22
410,1.46,-8.77,4.35
420,1.21,-8.76,4.51
430,0.85,-8.7,4.67
440,0.57,-8.6,4.88
450,0.42,-8.52,5.13
460,0.5,-8.49,5.33
470,0.83,-8.52,5.42
480,1.18,-8.61,5.28
490,1.53,-8.65,5.09
500,1.67,-8.68,4.82
510,1.49,-8.82,4.7
520,2.37,-8.45,8.38
530,5.33,-8.06,10.63
540,1.6,-8.14,8.06
550,1.22,-8.37,6.47
560,1.23,-8.69,4.38
570,0.6,-8.92,2.58
580,0.1,-8.9,1.79
590,0.09,-9.01,1.51
600,1.39,-9.21,1.11
610,1.39,-9.24,0.72
620,0.02,-8.93,0.71
630,-1.47,-9.76,-4.4
640,6.68,-9.97,-5.84
650,5.89,-8.94,0.54
660,2.25,-7.66,5.67
670,-1.2,-7.28,7.65
680,-3.24,-7.41,8.53
690,-4.35,-7.54,9.47
700,-3.43,-7.38,8.95
710,-1.31,-8.04,7.6
720,0.05,-8.33,5.78
730,0.8,-8.26,5.07
740,0.69,-8.54,5.02
750,0.17,-8.48,5.46
760,-0.1,-8.37,6.17
770,0.41,-8.4,6.81
780,0.99,-8.49,6.75
790,1.17,-8.71,5.97
800,1.84,-9.84,5.24
810,1.28,-10.68,4.87
820,-0.34,-9.48,4.56
830,-0.07,-9.22,4.71
840,1.58,-9.08,5.18
850,2.69,-9.06,5.3
860,2.27,-9.06,5.14
870,1.98,-8.94,5.05
880,2.31,-8.72,5.29
890,2.63,-8.55,5.45
900,2.59,-8.5,5.35
910,2.46,-8.58,5.29
920,2.51,-8.66,5.22
930,3.06,-8.62,4.97
940,3.97,-8.11,4.97
950,4.2,-8.06,5.03
960,4.03,-7.45,5.07
970,4.53,-7.7,4.34
980,4.96,-8.14,3.47
990,4.03,-8.31,3.39
1000,3.34,-8.39,3.49
