timestamp,x,y,z
0,-0.31,-9.27,3.41
10,-0.25,-9.14,3.53
20,-0.21,-8.99,3.7
30,-0.3,-8.83,3.77
40,-0.16,-8.76,3.72
50,-0.04,-8.7,3.66
60,0.04,-8.7,3.56
70,0.13,-8.75,3.31
80,0.09,-8.79,3.05
90,-0.14,-8.74,2.87
100,-0.24,-8.78,2.72
110,-0.04,-8.8,2.63
120,0.47,-8.88,2.54
130,1.02,-9.01,2.36
140,1.3,-9.15,2.25
150,1.24,-9.32,2.24
160,0.92,-9.39,2.5
170,0.55,-9.45,3.03
180,0.38,-9.47,3.62
190,0.5,-9.54,4.05
200,0.89,-9.61,4.29
210,1.21,-9.71,4.26
220,1.24,-9.75,4.08
230,0.78,-9.74,4.0
240,0.08,-9.62,4.14
250,-0.46,-9.47,4.28
260,-0.69,-9.42,4.38
270,-0.65,-9.42,4.32
280,-0.39,-9.43,4.12
290,-0.09,-9.47,3.85
300,-0.14,-9.46,3.69
310,-0.49,-9.31,3.78
320,-0.86,-9.17,3.94
330,-1.06,-9.01,4.02
340,-1.02,-8.91,4.02
350,-0.59,-8.9,3.84
360,0.08,-9.0,3.49
370,0.35,-9.04,3.18
380,0.09,-9.0,3.01
390,-0.42,-8.88,3.11
400,-0.79,-8.79,3.22
410,-0.79,-8.72,3.3
420,-0.55,-8.59,3.37
430,-0.21,-8.52,3.37
440,0.09,-8.45,3.44
450,1.07,-9.0,2.71
460,0.05,-9.5,3.06
470,0.11,-7.45,5.34
480,4.77,-11.41,10.91
490,-2.11,-6.32,15.35
500,-2.77,-8.46,8.04
510,-0.92,-8.31,2.94
520,-1.15,-8.5,-0.42
530,-0.61,-8.9,-3.25
540,-0.12,-9.85,-5.72
550,-0.88,-10.2,-7.47
560,5.25,-9.91,-6.68
570,6.41,-9.5,-5.88
580,6.12,-8.78,-3.53
590,4.56,-8.96,1.23
600,-1.03,-6.82,10.98
610,-6.78,-6.57,16.01
620,-9.88,-6.91,16.21
630,-8.75,-7.64,13.86
640,-6.01,-8.03,9.27
650,-4.08,-8.49,3.95
660,-1.53,-9.27,-0.73
670,2.31,-10.18,-3.45
680,3.57,-9.72,-2.23
690,2.54,-8.99,0.74
700,1.3,-9.05,3.08
710,0.26,-8.53,4.32
720,-0.59,-9.01,4.24
730,-0.42,-8.49,4.33
740,0.1,-8.54,4.55
750,0.73,-11.28,5.24
760,-3.18,-11.66,4.55
770,-6.69,-9.77,4.22
780,-3.63,-9.86,4.37
790,1.44,-9.64,3.31
800,3.87,-9.43,3.22
810,3.01,-9.17,3.81
820,1.37,-9.08,4.16
830,0.65,-9.3,4.49
840,0.8,-9.46,5.0
850,0.85,-9.1,5.35
860,0.94,-8.84,5.09
870,1.08,-8.49,5.05
880,1.61,-8.52,5.63
890,2.86,-8.61,5.93
900,3.88,-8.58,5.28
910,4.22,-9.35,3.24
920,5.25,-10.0,0.95
930,4.93,-10.72,-1.13
940,3.48,-11.13,-2.23
950,3.48,-10.25,-0.83
960,3.72,-10.13,0.18
970,5.05,-10.6,1.33
980,3.47,-10.39,2.74
990,2.93,-9.89,4.62
1000,2.44,-10.21,5.31
