timestamp,x,y,z
0,-0.61,-0.63,9.63
10,-0.6,-0.63,9.64
20,-0.59,-0.69,9.61
30,-0.52,-0.76,9.74
40,-0.55,-0.79,9.83
50,-0.63,-0.77,9.6
60,-0.8,-0.65,9.54
70,-0.86,-0.62,9.62
80,-0.83,-0.63,9.67
90,-0.81,-0.65,9.7
100,-0.82,-0.62,9.71
110,-0.86,-0.57,9.63
120,-0.93,-0.51,9.53
130,-1.04,-0.44,9.44
140,-1.15,-0.41,9.45
150,-1.25,-0.41,9.45
160,-1.39,-0.34,9.28
170,-1.48,-0.32,9.16
180,-1.4,-0.39,9.13
190,-1.32,-0.43,9.09
200,-1.18,-0.51,9.08
210,-1.05,-0.57,9.31
220,-1.01,-0.55,9.55
230,-1.1,-0.47,9.65
240,-1.22,-0.36,9.67
250,-1.37,-0.28,9.7
260,-1.44,-0.25,9.6
270,-1.45,-0.22,9.44
280,-1.37,-0.19,9.42
290,-1.2,-0.23,9.64
300,-1.02,-0.3,9.82
310,-0.89,-0.38,9.83
320,-0.81,-0.4,9.74
330,-0.89,-0.33,9.73
340,-0.99,-0.29,9.71
350,-1.02,-0.28,9.83
360,-0.98,-0.29,9.94
370,-0.85,-0.35,9.86
380,-0.82,-0.37,9.68
390,-0.72,-0.39,9.71
400,-0.59,-0.4,9.87
410,-0.53,-0.4,10.14
420,-0.57,-0.33,10.36
430,-0.63,-0.35,10.43
440,-0.66,-0.4,10.31
450,-0.59,-0.54,10.3
460,0.07,-1.05,10.09
470,0.41,-1.36,10.86
480,0.18,-1.25,11.24
490,-0.05,-1.33,10.59
500,-0.11,-1.42,10.23
510,-0.31,-1.35,10.14
520,-0.43,-1.42,9.91
530,-0.18,-1.47,9.55
540,-0.17,-1.54,9.16
550,-0.55,-1.64,8.67
560,-0.66,-1.56,8.1
570,-0.27,-1.94,7.25
580,0.1,-2.11,7.12
590,0.22,-2.01,8.21
600,0.06,-1.95,9.8
610,0.03,-1.97,10.6
620,-0.06,-2.13,10.39
630,0.27,-2.32,10.09
640,0.7,-2.54,9.85
650,0.88,-2.84,9.27
660,0.8,-2.92,9.01
670,0.38,-2.66,9.19
680,-0.41,-1.55,9.28
690,-1.36,-0.74,9.04
700,-1.22,-0.87,9.38
710,-0.71,-1.3,10.04
720,-0.54,-1.38,10.77
730,-0.3,-1.3,11.11
740,-0.12,-1.34,11.11
750,-0.06,-1.23,10.95
760,-0.52,-1.35,10.5
770,-0.81,-0.96,9.73
780,-0.78,-0.96,7.24
790,-0.4,-1.77,7.13
800,-0.64,-2.19,7.71
810,-0.53,-1.56,9.02
820,-0.65,-1.13,9.79
830,-0.78,-0.69,9.89
840,-0.94,-0.62,9.68
850,0.76,-0.68,10.21
860,-0.08,-0.64,10.64
870,-0.93,-0.73,10.35
880,0.45,-0.87,10.25
890,0.27,-0.82,9.83
900,0.17,-0.77,10.02
910,0.1,-0.97,10.36
920,-0.55,-1.13,10.16
930,-0.26,-1.29,9.71
940,-0.6,-1.4,9.5
950,-1.25,-1.09,10.85
960,-0.09,-1.26,10.44
970,-0.16,-1.32,10.29
980,-0.17,-1.27,10.25
990,-0.19,-1.43,10.22
1000,0.11,-1.58,10.18
