timestamp,x,y,z
0,-1.21,-2.16,9.26
10,-1.19,-2.18,9.32
20,-1.09,-2.22,9.37
30,-1.04,-2.17,9.46
40,-1.08,-2.19,9.5
50,-1.05,-2.17,9.5
60,-1.05,-2.16,9.46
70,-1.05,-2.18,9.39
80,-1.06,-2.17,9.35
90,-1.02,-2.18,9.38
100,-0.92,-2.19,9.5
110,-0.88,-2.19,9.55
120,-0.85,-2.23,9.63
130,-0.84,-2.21,9.64
140,-0.8,-2.24,9.53
150,-0.76,-2.27,9.38
160,-0.72,-2.32,9.29
170,-0.72,-2.31,9.3
180,-0.7,-2.3,9.35
190,-0.8,-2.32,9.39
200,-0.87,-2.29,9.41
210,-0.91,-2.3,9.46
220,-0.91,-2.26,9.48
230,-0.92,-2.27,9.44
240,-0.95,-2.27,9.44
250,-0.96,-2.28,9.44
260,-0.96,-2.27,9.42
270,-1.05,-2.27,9.34
280,-1.13,-2.25,9.36
290,-1.29,-2.2,9.32
300,-1.4,-2.19,9.22
310,-1.39,-2.23,9.23
320,-1.19,-2.25,9.28
330,-1.02,-2.25,9.35
340,-1.0,-2.24,9.4
350,-1.13,-2.22,9.47
360,-1.29,-2.21,9.54
370,-1.35,-2.23,9.49
380,-1.26,-2.21,9.4
390,-1.13,-2.23,9.35
400,-1.06,-2.25,9.33
410,-1.04,-2.27,9.44
420,-1.01,-2.26,9.5
430,-1.04,-2.26,9.5
440,-1.1,-2.26,9.46
450,-1.08,-2.3,9.35
460,-1.09,-2.27,9.22
470,-1.1,-2.28,9.21
480,-1.07,-2.29,9.28
490,-0.93,-2.28,9.37
500,-0.88,-2.34,9.44
510,-0.88,-2.31,9.4
520,-1.11,-2.25,9.44
530,-1.36,-2.27,9.45
540,-1.39,-2.25,9.38
550,-1.25,-2.3,9.39
560,-1.04,-2.38,9.38
570,-0.84,-2.39,9.42
580,-0.85,-2.4,9.45
590,-0.98,-2.35,9.41
600,-1.26,-2.48,9.32
610,-1.08,-2.31,9.38
620,-0.96,-2.44,9.47
630,-0.91,-2.42,9.48
640,-0.93,-2.39,9.34
650,-0.99,-2.39,9.18
660,-1.18,-2.37,9.12
670,-1.0,-2.37,9.28
680,-0.88,-2.35,9.44
690,-0.82,-2.39,9.57
700,-0.75,-2.39,9.54
710,-0.87,-2.4,9.36
720,-1.12,-2.39,9.24
730,-1.23,-2.38,9.2
740,-1.34,-2.39,9.24
750,-1.35,-2.41,9.23
760,-1.3,-2.47,9.21
770,-1.23,-2.49,9.25
780,-1.24,-2.49,9.26
790,-1.26,-2.54,9.23
800,-1.18,-2.54,9.23
810,-1.1,-2.51,9.31
820,-1.12,-2.49,9.34
830,-1.28,-2.45,9.38
840,-1.49,-2.46,9.42
850,-1.51,-2.45,9.4
860,-1.37,-2.45,9.33
870,-1.19,-2.46,9.25
880,-1.0,-2.54,9.06
890,-0.89,-2.53,8.92
900,-1.03,-2.51,8.94
910,-1.35,-2.46,9.09
920,-1.41,-2.49,9.29
930,-1.33,-2.48,9.45
940,-1.18,-2.45,9.5
950,-1.16,-2.48,9.37
960,-1.27,-2.47,9.13
970,-1.46,-2.46,9.03
980,-1.56,-2.42,9.11
990,-1.53,-2.42,9.25
1000,-1.34,-2.43,9.42
