timestamp,x,y,z
0,-1.9,-1.53,9.53
10,-1.88,-1.52,9.61
20,-1.81,-1.49,9.66
30,-1.78,-1.46,9.58
40,-1.81,-1.42,9.43
50,-2.0,-1.36,9.25
60,-2.12,-1.33,9.16
70,-2.32,-1.22,9.2
80,-2.5,-1.1,9.32
90,-2.67,-1.0,9.46
100,-2.59,-0.99,9.54
110,-2.42,-0.97,9.52
120,-2.37,-0.96,9.41
130,-2.43,-0.96,9.18
140,-2.49,-0.98,8.94
150,-2.42,-1.01,8.77
160,-2.33,-1.01,8.74
170,-2.29,-1.02,8.77
180,-2.31,-1.01,8.82
190,-2.35,-1.02,8.92
200,-2.31,-1.06,9.0
210,-2.28,-1.06,9.07
220,-2.33,-1.05,9.14
230,-2.52,-1.01,9.22
240,-2.67,-1.03,9.25
250,-2.57,-1.11,9.19
260,-2.36,-1.09,9.23
270,-2.31,-1.16,9.29
280,-2.26,-1.14,9.38
290,-2.21,-1.12,9.38
300,-2.14,-1.11,9.5
310,-2.25,-1.09,9.51
320,-1.87,-1.11,9.64
330,-1.59,-1.21,9.39
340,-1.58,-1.19,9.75
350,-2.01,-1.15,9.4
360,-1.76,-1.26,9.25
370,-2.71,-1.16,9.03
380,-3.59,-1.05,8.99
390,-3.15,-1.04,9.19
400,-2.31,-1.14,9.46
410,-1.71,-1.18,9.68
420,-1.66,-1.21,9.75
430,-1.96,-1.19,9.73
440,-2.12,-1.18,9.56
450,-2.37,-1.11,9.39
460,-2.61,-1.1,9.24
470,-2.55,-1.13,9.29
480,-2.28,-1.17,9.43
490,-1.89,-1.13,9.66
500,-1.8,-1.1,9.78
510,-1.47,-1.16,9.62
520,-1.71,-1.17,9.53
530,-1.98,-1.13,9.3
540,-2.1,-1.09,9.15
550,-2.17,-1.11,9.1
560,-2.09,-1.1,9.11
570,-1.99,-1.14,9.1
580,-1.9,-1.13,9.17
590,-1.95,-1.15,9.35
600,-2.05,-1.08,9.48
610,-2.29,-1.06,9.45
620,-2.53,-1.02,9.29
630,-2.56,-1.06,9.01
640,-2.4,-1.08,8.87
650,-2.26,-1.06,8.98
660,-2.16,-1.08,9.26
670,-2.08,-1.1,9.44
680,-2.05,-1.1,9.51
690,-2.26,-1.05,9.37
700,-2.6,-1.02,9.12
710,-2.83,-0.97,8.99
720,-2.82,-0.98,9.0
730,-2.58,-0.98,9.12
740,-2.27,-1.03,9.22
750,-2.16,-1.03,9.34
760,-2.32,-0.96,9.5
770,-2.64,-0.9,9.62
780,-2.84,-0.87,9.67
790,-2.83,-0.95,9.55
800,-2.54,-1.02,9.4
810,-2.24,-1.09,9.24
820,-2.03,-1.19,9.1
830,-1.93,-1.27,9.09
840,-1.88,-1.27,9.17
850,-2.01,-1.25,9.3
860,-2.18,-1.23,9.36
870,-2.26,-1.24,9.32
880,-2.17,-1.23,9.29
890,-2.06,-1.23,9.33
900,-1.98,-1.25,9.38
910,-2.04,-1.25,9.32
920,-2.23,-1.21,9.19
930,-2.41,-1.19,9.08
940,-2.42,-1.2,9.12
950,-2.36,-1.18,9.28
960,-2.21,-1.15,9.49
970,-1.97,-1.46,9.54
980,-0.86,-1.15,9.9
990,-0.91,-1.32,10.18
1000,-1.49,-1.18,10.09
